day,timestamp,abs_timestamp,product,position,cash,mid_price,product_pnl
-2,0,-2000000,EMERALDS,0,0.0,10000.0,0.0
-2,0,-2000000,TOMATOES,0,0.0,5000.0,0.0
-2,100,-1999900,EMERALDS,0,0.0,10000.0,0.0
-2,100,-1999900,TOMATOES,0,0.0,5002.5,0.0
-2,200,-1999800,EMERALDS,0,0.0,10000.0,0.0
-2,200,-1999800,TOMATOES,0,0.0,5001.0,0.0
-2,300,-1999700,EMERALDS,0,0.0,10000.0,0.0
-2,300,-1999700,TOMATOES,0,0.0,5001.5,0.0
-2,400,-1999600,EMERALDS,0,0.0,10000.0,0.0
-2,400,-1999600,TOMATOES,0,0.0,5001.5,0.0
-2,500,-1999500,EMERALDS,0,0.0,10000.0,0.0
-2,500,-1999500,TOMATOES,0,0.0,5001.0,0.0
-2,600,-1999400,EMERALDS,0,0.0,10000.0,0.0
-2,600,-1999400,TOMATOES,0,0.0,5000.5,0.0
-2,700,-1999300,EMERALDS,0,0.0,9996.0,0.0
-2,700,-1999300,TOMATOES,0,0.0,5000.0,0.0
-2,800,-1999200,EMERALDS,0,0.0,10000.0,0.0
-2,800,-1999200,TOMATOES,0,0.0,5000.0,0.0
-2,900,-1999100,EMERALDS,0,0.0,10000.0,0.0
-2,900,-1999100,TOMATOES,-2,10008.0,5001.0,6.0
-2,1000,-1999000,EMERALDS,0,0.0,10000.0,0.0
-2,1000,-1999000,TOMATOES,-2,10008.0,5000.5,7.0
-2,1100,-1998900,EMERALDS,0,0.0,10000.0,0.0
-2,1100,-1998900,TOMATOES,-2,10008.0,5000.0,8.0
-2,1200,-1998800,EMERALDS,0,0.0,10000.0,0.0
-2,1200,-1998800,TOMATOES,-2,10008.0,5000.5,7.0
-2,1300,-1998700,EMERALDS,0,0.0,10000.0,0.0
-2,1300,-1998700,TOMATOES,-2,10008.0,5003.0,2.0
-2,1400,-1998600,EMERALDS,0,0.0,10000.0,0.0
-2,1400,-1998600,TOMATOES,-2,10008.0,4999.0,10.0
-2,1500,-1998500,EMERALDS,0,0.0,10000.0,0.0
-2,1500,-1998500,TOMATOES,-2,10008.0,4999.0,10.0
-2,1600,-1998400,EMERALDS,0,0.0,10000.0,0.0
-2,1600,-1998400,TOMATOES,-2,10008.0,4999.0,10.0
-2,1700,-1998300,EMERALDS,0,0.0,10000.0,0.0
-2,1700,-1998300,TOMATOES,-5,25020.0,4999.5,22.5
-2,1800,-1998200,EMERALDS,0,0.0,10000.0,0.0
-2,1800,-1998200,TOMATOES,-5,25020.0,4999.5,22.5
-2,1900,-1998100,EMERALDS,0,0.0,10000.0,0.0
-2,1900,-1998100,TOMATOES,-5,25020.0,4998.5,27.5
-2,2000,-1998000,EMERALDS,0,0.0,10000.0,0.0
-2,2000,-1998000,TOMATOES,-5,25020.0,4998.5,27.5
-2,2100,-1997900,EMERALDS,0,0.0,10000.0,0.0
-2,2100,-1997900,TOMATOES,-5,25020.0,4998.0,30.0
-2,2200,-1997800,EMERALDS,0,0.0,10000.0,0.0
-2,2200,-1997800,TOMATOES,-5,25020.0,4997.5,32.5
-2,2300,-1997700,EMERALDS,0,0.0,10000.0,0.0
-2,2300,-1997700,TOMATOES,-5,25020.0,4997.5,32.5
-2,2400,-1997600,EMERALDS,0,0.0,10000.0,0.0
-2,2400,-1997600,TOMATOES,-5,25020.0,4997.5,32.5
-2,2500,-1997500,EMERALDS,0,0.0,10004.0,0.0
-2,2500,-1997500,TOMATOES,-5,25020.0,4996.5,37.5
-2,2600,-1997400,EMERALDS,0,0.0,10000.0,0.0
-2,2600,-1997400,TOMATOES,-5,25020.0,4996.5,37.5
-2,2700,-1997300,EMERALDS,0,0.0,10000.0,0.0
-2,2700,-1997300,TOMATOES,-5,25020.0,4996.5,37.5
-2,2800,-1997200,EMERALDS,0,0.0,10000.0,0.0
-2,2800,-1997200,TOMATOES,-5,25020.0,4995.5,42.5
-2,2900,-1997100,EMERALDS,0,0.0,10000.0,0.0
-2,2900,-1997100,TOMATOES,-5,25020.0,4996.5,37.5
-2,3000,-1997000,EMERALDS,0,0.0,10000.0,0.0
-2,3000,-1997000,TOMATOES,-5,25020.0,4996.0,40.0
-2,3100,-1996900,EMERALDS,0,0.0,10000.0,0.0
-2,3100,-1996900,TOMATOES,-5,25020.0,4995.5,42.5
-2,3200,-1996800,EMERALDS,0,0.0,10000.0,0.0
-2,3200,-1996800,TOMATOES,-5,25020.0,4995.0,45.0
-2,3300,-1996700,EMERALDS,0,0.0,10000.0,0.0
-2,3300,-1996700,TOMATOES,-5,25020.0,4990.5,67.5
-2,3400,-1996600,EMERALDS,0,0.0,10000.0,0.0
-2,3400,-1996600,TOMATOES,-5,25020.0,4994.5,47.5
-2,3500,-1996500,EMERALDS,0,0.0,10000.0,0.0
-2,3500,-1996500,TOMATOES,-5,25020.0,4994.5,47.5
-2,3600,-1996400,EMERALDS,0,0.0,10000.0,0.0
-2,3600,-1996400,TOMATOES,-5,25020.0,4995.0,45.0
-2,3700,-1996300,EMERALDS,0,0.0,10000.0,0.0
-2,3700,-1996300,TOMATOES,-5,25020.0,4995.0,45.0
-2,3800,-1996200,EMERALDS,0,0.0,9996.0,0.0
-2,3800,-1996200,TOMATOES,-5,25020.0,4995.0,45.0
-2,3900,-1996100,EMERALDS,0,0.0,10000.0,0.0
-2,3900,-1996100,TOMATOES,-5,25020.0,4995.5,42.5
-2,4000,-1996000,EMERALDS,-7,70028.0,10000.0,28.0
-2,4000,-1996000,TOMATOES,-5,25020.0,4995.5,42.5
-2,4100,-1995900,EMERALDS,-7,70028.0,10000.0,28.0
-2,4100,-1995900,TOMATOES,-8,40020.0,4995.5,56.0
-2,4200,-1995800,EMERALDS,-7,70028.0,10000.0,28.0
-2,4200,-1995800,TOMATOES,-8,40020.0,4994.5,64.0
-2,4300,-1995700,EMERALDS,-7,70028.0,10000.0,28.0
-2,4300,-1995700,TOMATOES,-8,40020.0,4994.5,64.0
-2,4400,-1995600,EMERALDS,-7,70028.0,10000.0,28.0
-2,4400,-1995600,TOMATOES,-8,40020.0,4994.5,64.0
-2,4500,-1995500,EMERALDS,-7,70028.0,10000.0,28.0
-2,4500,-1995500,TOMATOES,-8,40020.0,4994.5,64.0
-2,4600,-1995400,EMERALDS,-7,70028.0,10000.0,28.0
-2,4600,-1995400,TOMATOES,-8,40020.0,4995.0,60.0
-2,4700,-1995300,EMERALDS,-7,70028.0,10000.0,28.0
-2,4700,-1995300,TOMATOES,-8,40020.0,4994.0,68.0
-2,4800,-1995200,EMERALDS,-7,70028.0,10000.0,28.0
-2,4800,-1995200,TOMATOES,-8,40020.0,4994.0,68.0
-2,4900,-1995100,EMERALDS,-7,70028.0,10000.0,28.0
-2,4900,-1995100,TOMATOES,-8,40020.0,4993.5,72.0
-2,5000,-1995000,EMERALDS,-7,70028.0,10000.0,28.0
-2,5000,-1995000,TOMATOES,-8,40020.0,4994.5,64.0
-2,5100,-1994900,EMERALDS,-7,70028.0,10000.0,28.0
-2,5100,-1994900,TOMATOES,-8,40020.0,4994.5,64.0
-2,5200,-1994800,EMERALDS,-2,20048.0,10000.0,48.0
-2,5200,-1994800,TOMATOES,-8,40020.0,4994.5,64.0
-2,5300,-1994700,EMERALDS,-2,20048.0,10000.0,48.0
-2,5300,-1994700,TOMATOES,-8,40020.0,4995.0,60.0
-2,5400,-1994600,EMERALDS,-2,20048.0,10000.0,48.0
-2,5400,-1994600,TOMATOES,-8,40020.0,4995.0,60.0
-2,5500,-1994500,EMERALDS,-2,20048.0,10000.0,48.0
-2,5500,-1994500,TOMATOES,-8,40020.0,4995.0,60.0
-2,5600,-1994400,EMERALDS,-2,20048.0,10000.0,48.0
-2,5600,-1994400,TOMATOES,-8,40020.0,4998.0,36.0
-2,5700,-1994300,EMERALDS,-2,20048.0,10000.0,48.0
-2,5700,-1994300,TOMATOES,-8,40020.0,4995.5,56.0
-2,5800,-1994200,EMERALDS,-2,20048.0,10000.0,48.0
-2,5800,-1994200,TOMATOES,-8,40020.0,4995.0,60.0
-2,5900,-1994100,EMERALDS,-2,20048.0,10004.0,40.0
-2,5900,-1994100,TOMATOES,-8,40020.0,4995.0,60.0
-2,6000,-1994000,EMERALDS,-2,20048.0,10000.0,48.0
-2,6000,-1994000,TOMATOES,-8,40020.0,4994.5,64.0
-2,6100,-1993900,EMERALDS,-2,20048.0,10000.0,48.0
-2,6100,-1993900,TOMATOES,-8,40020.0,4994.0,68.0
-2,6200,-1993800,EMERALDS,-2,20048.0,10000.0,48.0
-2,6200,-1993800,TOMATOES,-8,40020.0,4994.5,64.0
-2,6300,-1993700,EMERALDS,-2,20048.0,10000.0,48.0
-2,6300,-1993700,TOMATOES,-8,40020.0,4994.5,64.0
-2,6400,-1993600,EMERALDS,-2,20048.0,10000.0,48.0
-2,6400,-1993600,TOMATOES,-8,40020.0,4994.5,64.0
-2,6500,-1993500,EMERALDS,-2,20048.0,10000.0,48.0
-2,6500,-1993500,TOMATOES,-8,40020.0,4997.0,44.0
-2,6600,-1993400,EMERALDS,-2,20048.0,10000.0,48.0
-2,6600,-1993400,TOMATOES,-8,40020.0,4994.5,64.0
-2,6700,-1993300,EMERALDS,-2,20048.0,10000.0,48.0
-2,6700,-1993300,TOMATOES,-3,15065.0,4994.5,81.5
-2,6800,-1993200,EMERALDS,-2,20048.0,10000.0,48.0
-2,6800,-1993200,TOMATOES,-3,15065.0,4989.5,96.5
-2,6900,-1993100,EMERALDS,-2,20048.0,10000.0,48.0
-2,6900,-1993100,TOMATOES,-3,15065.0,4993.0,86.0
-2,7000,-1993000,EMERALDS,-2,20048.0,10000.0,48.0
-2,7000,-1993000,TOMATOES,-3,15065.0,4993.5,84.5
-2,7100,-1992900,EMERALDS,-2,20048.0,10000.0,48.0
-2,7100,-1992900,TOMATOES,-6,30059.0,4993.5,98.0
-2,7200,-1992800,EMERALDS,-2,20048.0,10000.0,48.0
-2,7200,-1992800,TOMATOES,-6,30059.0,4993.5,98.0
-2,7300,-1992700,EMERALDS,-2,20048.0,10000.0,48.0
-2,7300,-1992700,TOMATOES,-6,30059.0,4994.0,95.0
-2,7400,-1992600,EMERALDS,-2,20048.0,10000.0,48.0
-2,7400,-1992600,TOMATOES,-6,30059.0,4993.5,98.0
-2,7500,-1992500,EMERALDS,-2,20048.0,9996.0,56.0
-2,7500,-1992500,TOMATOES,-6,30059.0,4994.0,95.0
-2,7600,-1992400,EMERALDS,-2,20048.0,10000.0,48.0
-2,7600,-1992400,TOMATOES,-6,30059.0,4994.0,95.0
-2,7700,-1992300,EMERALDS,-2,20048.0,10000.0,48.0
-2,7700,-1992300,TOMATOES,-6,30059.0,4994.5,92.0
-2,7800,-1992200,EMERALDS,-2,20048.0,10000.0,48.0
